Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
2.344565178739822,0,-1.0261491730267236,2,2,4,0,2.5466507367870075,0.7157027516311153,0.6666844319545466,-0.36050655152271305,-0.0807370729306224,-1.5159259934867504,0.05569933459024447,0.15854231072930972,-0.14478734047521183,0.06281495934283426,0.30561057276058945,-1.0458835880637256
1.2248685698558694,0,-1.0261491730267236,5,1,0,0,0.016865236667463566,-0.6117000573214311,-0.31116420564007596,-0.36050655152271305,-0.2610290656474108,0.18470527746551277,-0.2772064666483265,-0.37460714543512513,-0.7717551123066775,-0.7062938696374514,-0.5751157103558596,-0.2360191323061538
2.344565178739822,1,-1.7941774892581446,3,1,4,0,0.016865236667463566,-0.6117000573214311,-0.31116420564007596,-0.36050655152271305,-0.6276039448828621,0.7507456488304358,-0.6940722394535065,-0.006917865321721598,-0.8317182747321904,-1.304489625511007,-0.53682326326384,1.2860921885596408
-0.26806024198940015,0,2.045964091898961,2,2,2,0,-0.23611331334449084,-0.6117000573214311,0.6666844319545466,2.3157027977913054,0.579504638328789,1.0657703344459473,0.48272155556880464,-0.37920326143654265,-0.148902459465198,0.06281495934283426,-0.37216574076815595,-0.492717241050741
-1.3877568508733524,1,0.5099074594361186,2,1,4,0,-1.8804738884221945,-0.6117000573214311,-1.2890128432346986,-1.252576334627386,-0.6870607399731635,-0.7578586225235275,-0.6177860287290069,1.0134198869929736,0.07096246942834926,0.40464110555629457,0.9297774603605079,-0.08416954685160857
0.6028148982536737,0,-0.25812085679530244,5,1,0,0,0.5228223366913723,-1.9391028662739773,0.6666844319545466,-1.252576334627386,0.29770655817646696,0.27758108119279506,0.2722573795315386,-0.07126348934156782,1.0221428302565831,0.83192378832312,-0.36833649605895397,-0.575872966418706
-1.2633461165529132,1,-0.25812085679530244,4,2,4,0,-1.2480275133923084,-1.9391028662739773,-0.31116420564007596,0.5315632315819598,-0.7380398551551519,0.34912055163137734,-0.7682143111191815,0.2780413267661665,-0.45518488714845506,-0.9626634792975467,-1.3179891839410383,1.9043369293388588
1.1004578355354304,0,0.5099074594361186,0,1,3,0,0.7758008867033268,-0.6117000573214311,-0.31116420564007596,-1.252576334627386,2.0064677204960217,-0.745307838236057,2.0701744050681192,-1.6982885538433785,-0.8525878067528346,-0.749022137914134,-1.2222580662109896,-0.9591123963754142
1.4736900384967477,1,-1.0261491730267236,0,2,4,0,1.2817579867272355,-1.9391028662739773,2.622381707143792,-1.252576334627386,-0.7684464670929677,-1.5159259934867504,-0.6308765619302524,-0.02070621332597425,0.10535310670180517,0.23372803244956442,-0.3070685807117231,-1.0458835880637256
-0.01923877334852189,0,0.5099074594361186,2,1,3,0,0.016865236667463566,1.3794041561073884,0.6666844319545466,-1.252576334627386,1.2985249302858366,0.10312517959695403,1.287112250900511,-0.8112381655697924,-0.1148057592624554,0.1055432276195168,-0.5751157103558596,-0.8108782772412158
-0.26806024198940015,1,-0.25812085679530244,4,1,4,0,0.016865236667463566,-0.6117000573214311,0.6666844319545466,-0.36050655152271305,-0.6846869895988359,0.7720819821191357,-0.7529796388591112,-0.6871430335315185,-0.942532550391104,-1.85995711310788,2.7295224736854258,1.8284121366115866
