Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Wilderness_Area,Soil_Type
1.86344287238739,-0.9676473100423227,-0.1162406351411193,-0.4368814689408254,-0.2172877507740217,-0.7255422179961502,0.47155210710825274,-0.7111005520727203,-0.6995617852670014,0.8913598944555916,1,31
-0.18390527249223101,-0.5887508973166831,-1.2375329355377696,0.3119367248175468,-0.9143931430551306,-0.25399262237402404,0.5861424776659337,0.38461276741515704,-0.15473173443600358,-0.007597233026206671,0,28
-0.03257954004460687,-0.4083240341139976,-0.957209860438607,0.3457543206646991,0.2881136586297823,0.34576342829125306,0.8153232187812955,0.38461276741515704,-0.3454222522268528,-0.06195278026929215,0,11
0.025280298832425895,-1.139052830084874,-0.2564021726907006,1.0317684078497884,0.619238719963309,0.7929225275880968,0.16597778562110357,-0.6067469025976844,-0.37266375476840274,0.6174915602692763,0,11
1.3070982678005363,-0.6609216425977573,-0.957209860438607,-0.0020838080488673563,0.2532583890157268,1.850469432358674,0.7007328482236146,0.17590546846508515,-0.3454222522268528,0.2195810798102788,0,21
1.3783103771876537,0.6742371451021155,0.16408243995804325,1.6791338140667038,1.490620460314695,2.3851841594898646,-0.5979580180967694,1.4281492621655163,1.261826397724591,-0.30167468093110505,0,29
-0.019227269534522386,-0.9947113395227255,-0.6768867853394445,0.06072029852441547,-1.5417879961081287,-1.0801425107252556,0.4333553169223591,-0.2415091294350586,-0.37266375476840274,-0.07728383205580344,0,28
0.5326665782156363,1.6485422063966173,-1.2375329355377696,0.8336939178878964,0.8283703376476417,0.30198561437407956,-0.10139974568015196,0.436789592152675,0.471822824019644,-0.4368666830485228,2,31
1.520734595961888,-1.3194796932875594,0.8648901277059496,-0.011745978290910869,-0.23471538558104943,0.6171858745777288,-0.6743515984685566,-1.4415760983979717,-0.26369774460220313,0.7833456659597167,2,23
-2.7742457514486207,1.4590940000337975,-0.5367252477898632,-0.5818140225714781,0.3403965630508654,-0.45662136107636997,-0.636154808282663,0.38461276741515704,0.8804453621428924,-1.2487155617433252,3,9
1.137969508006133,-0.7240710447186972,-0.5367252477898632,2.597039987060837,-0.7749720645989089,-1.1358028741342332,0.8153232187812955,-0.18933230469754062,-0.6723202827254515,-0.39784218759194856,1,21
0.05643559668928969,-1.238287604846351,0.7247285901563684,-0.523841001119217,0.07898204094544958,-0.6129706964948468,-0.4069740671673011,-1.4415760983979717,-0.4816297649346023,0.0021588908379368776,2,30
-1.3900603752365295,1.314752509471649,-0.1162406351411193,0.1428487455817853,0.741232163612503,-1.232114064752015,-1.0563195003274932,0.488966416890193,1.234584895183041,-0.8605612051484711,3,5
0.48370825301199316,-0.5436441815160117,0.16408243995804325,-0.4272192986987819,-0.3567088292302435,-1.0188535712412126,1.1590943304543384,-0.3980396036476125,-1.2171503335564493,0.37986025757835135,0,28
-1.3811588615631398,1.5493074316351403,0.7247285901563684,-1.016611683463436,-0.49612990768646525,-0.483513446768348,-1.5528777727441105,-0.45021642838513043,1.0166528748506418,-0.6396546862246494,2,9
0.7062460948467346,1.7207129516776916,-0.6768867853394445,0.6259572576839609,0.5669558155422258,1.9680441325933684,-0.33058048679551383,0.07155181899004923,0.44458132147809404,-0.8786797208961663,0,28
0.2166628428103035,-1.0668820848037996,1.7058593530034374,0.46170036356922123,0.35782419785789316,0.30073481969073174,-0.0632029554942583,-2.641643067360885,-1.571289866596598,-0.8717110609932066,2,32
-1.1541702628917034,-1.1210101437646054,-1.0973713979881883,-0.2049893831317811,-0.6704062557567425,-1.084520292116973,0.2805681561787845,0.17590546846508515,0.00871728081329578,-0.4298980231455631,0,19
