MinTemp,MaxTemp,Rainfall,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Temp9am,Temp3pm,RainToday
-0.5531263853287497,-1.1221863005167236,2.1119067937762104,15,1.6777179908630702,11,11,-0.2537381137490068,-0.2477098432038824,0.3178535942606315,1.2462983392672928,-0.7004817498829036,-0.004862860994825718,-0.6611084775282341,-1.1081988469860338,1.8683458406760114
-0.8863236468942028,-0.5807860120774403,-0.3172237899021426,10,1.010022514010419,12,10,1.3251485544731842,1.6440195711481813,-1.1988786360255195,-0.5139359707844522,0.5727516183176071,1.0997199204361867,-0.6769675870210474,-0.7635027882045978,-0.5352328130204075
-1.6320508513502168,0.20936576023935116,-0.3172237899021426,13,1.5293412182291477,5,14,0.23207316878089815,1.0528541291631615,-0.9896741904688091,-1.051785343300263,0.355723203283428,0.009864909424257797,0.13184699711243236,0.34551931396176055,-0.5352328130204075
1.1445929950285587,2.1408478703470646,-0.3172237899021426,0,-0.9188755302305728,4,2,-0.7395493962789117,-0.9571083735859063,-1.0419753018579867,-1.5896347158160742,-0.4689847738464591,-0.4908792848244813,1.3371393185662446,2.0689996078689394,-0.5352328130204075
-0.34686141388346947,0.3556901625202385,-0.3172237899021426,4,-0.5479335986457666,14,4,-0.9824550375438641,0.3434555987811375,-0.3620608537986776,0.7084489667514818,0.5293459353107778,0.39278694032032874,0.6551976103752716,0.27058538813970934,-0.5352328130204075
-0.07713029737810256,1.6872422232763136,-0.3172237899021426,7,1.3809644455952252,15,7,-1.1039078581763404,1.8804857479421893,-0.4666630765770328,-1.4918439208131995,-1.1345385799512617,-1.5070954437410093,1.0358162382027918,1.6643564084298634,-0.5352328130204075
-1.6320508513502168,-0.771007735042594,-0.3172237899021426,13,-1.0672523028644954,8,15,0.23207316878089815,-1.1935745503799142,-0.5189641879662105,-0.5139359707844522,1.498739522463451,1.6299196555230762,-1.105163543327007,-0.7635027882045978,-0.5352328130204075
-1.0449890095444185,-0.9026996970953929,-0.3172237899021426,5,-1.5123826207662627,10,1,-1.3468134994412928,-1.1935745503799142,0.21325137148227624,-0.31835438077870276,2.13535620656369,2.2043027018671824,-1.1210226528198206,-0.8534234991910595,-0.5352328130204075
0.3671327180425013,-0.11254792477860091,-0.16050568772934568,2,-0.9188755302305728,8,10,-0.2537381137490068,-1.1935745503799142,0.3178535942606315,0.9529259542586687,0.9055285213700084,0.5989757261874644,0.2587198730549385,-0.1190710261349569,1.8683458406760114
0.3988657905725446,1.570182701451603,-0.3172237899021426,5,4.867818602492403,7,11,-1.3468134994412928,0.3434555987811375,-1.3034808588038749,-0.46504057328301485,-0.5268590178555702,-0.8148902340442349,1.241984661609365,0.9300039353737607,-0.5352328130204075
